,Ratings,Full_review
9921,4,"Not worthy in this price point, Waste of money."
9922,4,Good amazing budget mobile.
9923,4,Ok
9924,1,Logistics problem loose management system
9925,5,camera quality OK but it's not looking a 48 mega pixel camera and display also looking dull other than that a good product from Motorola within budget.
9926,4,Good
9927,1,Its a very good quality
9928,4,It’s just an awesome Mobile @ this Price… Charging speed could have been Slightly Better Otherwise it’s a Wonderful Smartphone to use👍👌👌
9929,4,It's not bad
9930,1,"You are not able too give service and it has been over since 24 days we have not yet got the problem resolved, the service is getting very wasteful.😡😡😡"
9931,2,Good
9932,4,Good mobile and fast delivered
9933,5,Its a good phone.
9934,5,Very nice mobile. Battery 5000 hmm Back Came super
9935,5,Nice phone
9936,5,Battery charging is very very slow .
9937,4,Don't buy it. Camera quality is too bad . And screen also not gud. Feels lyk using outdated device
9938,3,Nise performance
9939,5,Good product
9940,3,Nice at this range.
9941,1,I would have given 5star but deducting one star for only one reason. The quality of Netflix is not matching the standards of what it should be
9942,3,Osssom mobile 🤭
9943,4,"Brightness of the screen isn't that great, and the screen gets unlocked very often when I'm on a call. When i use the phone with a single hand, I'm unable/finding it difficult to tap options/keys on the other end of the screen, not because I'm unable to reach it, but it didn't seem to respond/lacks sensitivity. Night mode for photos is good, but the camera overall doesn't give you appealing photos in the automatic mode. It's definitely an upgrade from what I had, and for some reason it is sti..."
9944,5,Excellent
9945,5,Excellent
9946,3,Good
9947,1,Good product at this rate
9948,4,Camera is very bad Low quality. otherwise mobile is good But camera bad bad bad
9949,5,Nice
9950,5,Good product
9951,4,Hanging
9952,5,Super mobile
9953,1,Nice product
9954,1,Good
9955,5,Bad quality
9956,4,Good product.
9957,5,Value for money
9958,4,Motorola is best
9959,5,Best in the market
9960,4,Video quality is not good
9961,4,All well but display power was not good
9962,5,Good mobile..
9963,4,Nice good..
9964,4,Very nice
9965,3,"These photos click by Moto e7 plus mobile Really good camera ,it gave hd photos , Worth for money"
9966,4,48 MP CANARA QUALITY IS VERY POOR
9967,4,Excellent product
9968,2,Good
9969,4,Superb performance
9970,5,Not as expected. Hangs sometime. Camera quality poor. Display looks fade.
9971,3,Good
9972,3,Very amazing
9973,5,Average
9974,5,performance not good .phone hangs little.
9975,5,Overall it's a good budget phone. I like the camera most which has gif features..your photos can be actually gifs but the problem is when you share them it goes as a normal image and not gif..that is not cool! Or maybe I needed to change some settings on the phone..not sure. Second thing is about the display which is really cool. You get an awesome display size which works for me since I play games a lot.. What I didn't like about the phone is the sensitivity..I found my older samsung to be m...
9976,4,It is a good mobile 📲 for this price
9977,3,"Best Price ,best phone Camera quality good. Value of money .. Battery backup also good ..."
9978,4,"Camera is excellent and the battery backup is great, overall satisfied with the phone and features"
9979,5,Your product and services very worsted...
9980,5,Good product
9981,5,"My dear friends don't buy because cast is not support, worst camera, there is no battery backup, hanging, totally wast of my money."
9982,5,So cool
9983,3,Amazing
9984,5,Low Price Mind blowing
9985,5,Over all good
9986,4,Nice moto
9987,3,Product is to good
9988,4,Best Mobile Motorola Company And Best Features in the phone
9989,5,Worst mobile
9990,1,Camera iss not upto mark but battery life is awesome
9991,2,Amazing Phone at this Price point
9992,3,Not upto the mark. Internet is working very slowly. Not supporting for compass.
9993,5,The super ji good
9994,5,Not a good choice
9995,5,"Only drawback I saw there is no 5G support (clearly mentioned also that it has upto 4g support), so my 5G wifi is not picked up by this phone, and the earlier version has issues/slow network and hence issues with using fast internet on phone  Pros - Very good looking robust phone. Always look for Motorola phones before deciding any Chinese ones, generally they are better quality and worth the price After 6 months of use, still works as new - no issues, great build quality Decent camera Perfe..."
9996,1,It's ok average performance for purchase under 10k.
9997,5,Not bad
9998,1,Good
9999,5,Over all good
10000,5,Fantastic battery
10001,5,Okkk product...
10002,5,Money washul phone for this renge
10003,4,It's a substandard phone from moto. Don't go by the technical specifications of the camera. It is at best around 8mp quality. Phone tends to restart multiple times a day randomly.
10004,5,Network issue
10005,5,Vary bad product
10006,1,"The phone have draw back in call settings, call setting connect with google assistant, so we couldn't change call recording settings, Remaining things are good"
10007,4,Osm
10008,5,Charging performance is too poor and battery capacity works as 3000mah battery capacity.
10009,3,worth of money
10010,4,Nice product
10011,1,Motorola E7 plus is overall ok phone if anyone wants to purchase this phone check display size is to big. Camera is not that much good Display performance is ok I wish I can Change this phone and get Motorola E7 power bcs there is no much difference between E7 power and its display size is better than this.
10012,4,Best mobile
10013,1,Need more improvement
10014,4,almost good product
10015,4,quite useful. good design. good performance.
10016,5,Nice
10017,5,Ok
10018,4,"Worst phone ever ..! Jst after a month, got speaker problem and earphones not detecting....🥺"
10019,5,beter
10020,3,Very good product
10021,1,It's a ultimate phone at reasonable price ...I am using for more than 7 months ..battery is super powerful ..my son uses for regular online zoom school classes..still battery performance perfect...camera quality satisfied with night vision also... pure android working wonderful...rest what to say display is no doubt perfect ...
10022,1,Nice phone camera quality are excellent
10023,4,Awasome.but china company
10024,5,I really like it 🙂
10025,1,Superb
10026,4,Ok
10027,4,Nice
10028,3,Very good
10029,5,Value for Money Product
10030,1,Good for this budget
10031,5,The best
10032,4,Very nice
10033,5,Amezing valuable price
10034,3,"All good.. camera... Display... Battery..,👍 But.. screen casting needs a wifi hotspot to connect and there is no screen mirroring to miracast."
10035,1,Good phone worth it
10036,5,totally wastage of money. mobile is too slow.
10037,5,No doubt a good phone and rate is not so exorbitant.I like moto phone always
10038,5,Very nice product🙏🙏🙏
10039,5,"useless phone, nokia 1100 is better then this phone, not any special feature just don't buy if u don't have a tree of money at ur home, only battery is good.,"
10040,3,It's been couple of months and the performance is same. Loved the product thanks to moto
10041,5,Good
10042,5,Best phone for suitable price....
10043,2,Great smartphone in this price
10044,4,"Camera, Disple are bad"
10045,4,Very wonderful
10046,3,It's good in this 8k budget
10047,4,In this price range its a good deal
10048,5,Works efficiently
10049,5,"Camera could have been better , rest all worth !"
10050,5,Perfect product under this price range.. keep it up moto....
10051,4,Good product happy
10052,4,Excellent mobile
10053,1,"Camera is really dissapointing, not sure why and how they are claiming 48MP"
10054,5,Camara is not good...other than better phone...👍
10055,5,Nice
10056,1,After using it only for 5 months it's charging jack got failed
10057,5,Good product
10058,4,Good
10059,5,Ok
10060,5,this product is very bed product
10061,1,Good must buy
10062,5,Avarage
10063,5,Camera is good overall performance of phone is nice but I am facing heating problem in it..
10064,4,Good phone compared to other phones.valuable for money
10065,5,Good Mobile. You can trust this product.
10066,5,This phone is very awesome👍👍. It's camera is just wow 😘😘 I luv it all Features.
10067,5,Good phone in this price range
10068,5,Very good product at this price. All teachers are working as expected. Only Kaun I feel is the mobile is little bulky. Significant difference that you see we compared to 12000 15000 rupees mobiles is very very good sound. camera is also performing better.
10069,5,"All things good. But weight is little heavy. And thickness is little high. Stock Camera is not good, but installed Gcam , now its good."
10070,2,Performance is slow
10071,4,Nice
10072,5,Amazing Quality Product
10073,3,Good phone ...but there are not available font style change system & theam change system
10074,3,Mobile phone touch start to work automatically when I place a mobile call
10075,4,Camera quality is pathetic.
10076,5,WONDERFUL
10077,1,Value 4 Money.. Couldn't Battery Back up... Weight Less....
10078,4,Charging problem and service center nearest not any center/ Charger turbo original but normal charger Pack in box
10079,3,Worst
10080,3,Don't waste our money
10081,4,"Very good moto phone The camera🤳, display📲, battery💯, performance💪. Every thing good. The best thing I like in this device is the stock android experience👌👌"
10082,4,Good ☺️☺️☺️
10083,5,Bast product
10084,4,Good
10085,5,Phone is limited and also i cant find its tempers glass and cover. Please dont buy
10086,4,This product is average. Sometimes the screen is stuck and power buttons won't turn on display. Not able to cast screen to fire tv stick. Cating is supported only for Chromecast.
10087,1,Good phone stock Android
10088,5,Good
10089,5,Nice moto
10090,4,NICE PHONE
10091,2,Delivered fast thnxx nice product
10092,2,All feature are good exception of camara quality it was 48 megapixel but quality not standard
10093,5,Perfect set. 100% value for money. Far better than lot of Chinese sets of same specifications being sold now a days.
10094,4,Good phone.
10095,1,Good phone
10096,1,Good ..Quality phone. Nice to have it.but not received back cover.
10097,2,One drawback in this phone back button is not available. Can't back
10098,5,Very good product
10099,5,Best for Ruff and tuff
10100,5,Over all good for the value
10101,5,Not bad
10102,2,Good but over price
10103,3,Captures sharp images in night mode. Display is big and superb. But internet Speed is slow. Battery backup and charging is good at all. Security features are appreciable.
10104,5,Very nice....
10105,5,Ok perfect product
10106,5,Nice 👌but not very good phone 😢😠
10107,4,Super
10108,5,Lose of money
10109,4,Best
10110,5,cant able to connect smart tv by screen mirrioring
10111,5,"According to this budget, the quality of the phone is the best."
10112,5,Good
10113,4,Happy with the purchase... Got it for my mom and she's happy... That makes me happy :)
10114,4,Very good condition
10115,5,Good
10116,5,"Mobile charge holding point is very loose connection. Average camera.  Apart from that Ok, value for money."
10117,5,Nice mobile
10118,5,Good
10119,3,Worthy product
10120,3,The mobile not working well.. The phone functioning automatically ..
10121,4,Overall a good product for people looking for a stock android smartphone with great battery backup. The camera performance is good as well.
10122,5,Only good average mobile.
10123,4,Nicy but
10124,5,Good
10125,2,Good
10126,5,Nice product
10127,1,Superb product. Well done Flipkart. Keep Going.
10128,4,Best phone for student
10129,4,Bad quality
10130,5,Super nice working for single sim only.
10131,2,Good to have it
10132,4,Total waste of Money..Camera is having 2 megapixel quality (Pathetic) . Don't Buy this product.
10133,3,Camera quality are so bad
10134,5,Good
10135,5,Bought this one 2 months ago...It already not working..Battery failed
10136,3,Worth of money
10137,1,Osm good product
10138,4,Best phn this price
10139,3,Good set
10140,5,Nice
10141,3,Good product...
10142,5,Camera and screen is not good...
10143,5,Very good
10144,5,over heating will use the mobile
10145,5,Its good product so far
10146,3,Resolution and brightness not so great.Value for budget phone.My mom is happy to get it as a gift from me.
10147,5,Good
10148,5,Nice
10149,1,Good product
10150,2,Software problem
10151,4,Low screen light & low sound quality
10152,1,Nice mobile in affordable price. If we will see display quality is not so good.
10153,4,Good
10154,5,Good
10155,5,Average
10156,3,"The softwere isn't as good as other phone started to hang after just 2 months doesn't have lots of feature . No Viewers feature in VR .. too much disappointed never gonna go for this brand again ... Every single thing is Google operated even the files ,gallery ,and all . Think tens before buying"
10157,5,Not working good phone gets struck all the time I am giving review after 5months of use
10158,5,This handset I purchase in January 2021 and facing network problem so horrible
10159,4,"So nice Mobile , ⓘ ⓛⓘⓚ ⓣⓗⓘⓢ BRAND"
10160,5,Good👍
10161,1,Good phone 🙂
10162,4,Good
10163,4,Nice phone
10164,5,"This moto phones occupy most space with Google apps,which we can't remove.There should be customer wish either tk keep it remove the app."
10165,5,Nice
10166,5,Good
10167,1,Excellent
10168,4,Very good product
10169,5,Phone is damn good for this cost. I suggest if someone want to buy a low budget phone. 👌
10170,5,"very good phone, camera is very good, overall quality is also good"
10171,4,Product is somewhat good. Frequently call is getting disconnected. However we have checked all the mobile settings. Mobile volume is too low.
10172,3,Very very very nice
10173,1,Vry nice mob. At chief cost
10174,2,Nice phone by this range
10175,1,"I bought this for my mom and she just loved it. She has been using it from past five months or so and never complained about it. This phone has worked just fine for her apart from this one occassion where the mic has some eco problems during video calls which however got rectified after software updation. Overall, this is a legit budget phone and one can bought it for gifting or even personal use."
10176,5,Product is good value for money.
10177,3,Very nice..
10178,4,This mobail is very good for this price
10179,5,Nice
10180,5,Good
10181,3,Mobile all in all super thank u
10182,4,Really good product For the money we spend for this
10183,5,Not bad
10184,5,Not bad
10185,5,good product
10186,5,Nice phone and performance is good but camrea quality is not gud but click real pics
10187,5,nice product
10188,3,Best phone under 10000 rupees..I love it.
10189,4,Value of money Good purchase
10190,5,Good
10191,5,Big display ang camera awesome
10192,5,Nice budget phone for day to day general purposes
10193,3,Must buy
10194,5,one of d best mobile. camera is really good. weight management is also very impressive. must buy
10195,3,Value for money
10196,5,Good
10197,4,Front camera is bad but back camera is good only in daylight and rest of the features of the phone are very good and processor are very bad
10198,5,Good Mobile
10199,5,Best budget phone of the year
10200,3,Only for normal use
10201,2,Very nice....and super...🤗
10202,4,After months of use.. No issues with the phone.. Very good phone with great specs for the price range.. Worth the money paid.. Thanks
10203,4,Good
10204,5,Nice one
10205,5,This my second phone book I am very happy with this phone only camera quality is low otherwise over all phone super in this range....
10206,5,Super I like so much
10207,5,wow
10208,5,Ok ok type.
10209,5,Value for money decent mobile
10210,5,After using iphone for 6 years I feel this is best in class with price. Although I don't use this mobile for games.
10211,5,Nice
10212,5,Average
10213,5,Weast of money
10214,4,It's excellent phone & totally value for money
10215,4,Excellent Phone
10216,5,Good phone
10217,4,Good
10218,4,Price wise good
10219,5,Good product
10220,5,Superb phone
10221,5,"Clean android experience. No unwanted apps thus speed and storage space are better. I like it. Good in performance, battery. Because of stock android, it may get at-least 3 years of software, security updates..."
10222,4,After using for 3 months good things are 1} good battery 2} processor is fast 3} no bloatware 4} look wise good in front and back 5} price wise economical
10223,5,Nice and good phone.
10224,5,Decent camera qwality also display is 720p go for G9 if you need good camera and display quality. Good only for regular use. Rest MOTO doesnt need comments ❤️
10225,3,Good Purchase
10226,5,"Bad quality of camera, screen resolution is not good, some apps are not working and I am very upset for not return policy."
10227,5,Average
10228,4,Good
10229,3,"Looks Good, No heating, No earphone. Overall good.  But camera quality is not good. Camera i will rate 2 out of 5."
10230,1,Good
10231,4,value for money
10232,5,Good
10233,5,Excellent phone
10234,4,I bought this phone for my father. The primary reason I selected this phone is for its OS stock android. No bloatware and adware installed. Camer could have been better.
10235,4,Very nice and very good
10236,5,Nice phone
10237,4,Very nice
10238,5,Wow
10239,4,Very poor camera quality in this competitive price.
10240,4,"Very powerful..for..me..,motorola..is..world..'s first..Mobile phone..,well done bro..please continue..dont..stop..your progress..,"
10241,4,Nice 👍
10242,4,Good 👍
10243,1,Good phone at this price...
10244,2,Awesome
10245,5,NYC
10246,4,Mighty phone compare to price. But camera not worth according to advertise and specs.
10247,4,Cam quality 👎 battery 👍
10248,5,Charger not working
10249,5,bad camera
10250,5,Best quality and best result for mobile and its very best and safely delivered at home
10251,4,Nice
10252,5,Overally good but front camera is not good as much as I guess
10253,5,Excellent product. Value for money
10254,4,"Awesome product is such a price range! Go,grab it..."
10255,4,Good and excellent
10256,2,Valuable
10257,5,Nice
10258,5,very good mobile for normal users under 10k
10259,4,Nice
10260,5,Nycccc
10261,5,Not bad
10262,4,Thnx Flipkart....I really love this phone
10263,5,Very bad Phone
10264,3,Nyc Product
10265,2,Good
10266,1,Very good
10267,5,Looks too big to hold in hand.
10268,5,Worst phone. Battery comes to 0 in just 1.5 hrs without using.
10269,4,Camera 48mp not good...
10270,5,it s OK
10271,4,2 SIM with memory card is missing also phone is little bulky
10272,5,Not work proper camera
10273,5,"Nice product, delivery is superb speed, delivery person good."
10274,5,Ita great mobile for this price working good
10275,5,Pros : Battery performance is very good. 4 gb ram and 64 gb rom in this price is excellent Performance is good  Cons : First of all it has only two slots for sim card and memory card. It is very bad that in today's generation mobile having no other seperate slot for memory card. It is big disadvantage to have only option of one sim and one memory card or two sim card no memory card. Secondly camera quality is bad. Image quality is not like 48 MP. Design is not very good...
10276,5,Very good
10277,5,Nice
10278,1,Money of worth awesom super
10279,5,"Phone is excellent in all aspects.  Just that it does have the standard back and home button. So initially one gets confused.  But display quality, sound, phone speed, battery, camera all is good.  Good value for money phone"
10280,1,"Nice phone, good looking and performance.value for money"
10281,4,Super
10282,4,Superb
10283,5,Good handset at 10K ranhe
10284,3,but c type charger would be given it will be better overall it is a good mobile value of money
10285,1,No double sim support
10286,3,GOOD PRODUCT
10287,4,Fantastic
10288,4,Good
10289,1,Good product.budget phone.every one who can buy a budget able under 10000.i recommend it. Thanks for seller
10290,5,yeah it's nice phone
10291,5,But nice phone ☺️📱
10292,3,Good product
10293,5,nice phone all is good👌👌👌
10294,5,Value for money.
10295,5,Best budget phone from Motorola
10296,4,Front camera not up to mark
10297,5,BAD
10298,1,Nice phone at a nice price
10299,5,Nice 🤩
10300,5,Good products
10301,4,"Good cell ,"
10302,1,Nice product. Only issue is the thickness of phone
10303,5,Beautiful quality
10304,5,Rate high and display very poor
10305,5,value for money .
10306,5,Very good phone...
10307,4,Good mobile
10308,4,"Very bad camera, video goes blank at times and brightness is pathetic"
10309,5,Good for budget 10k
10310,5,to good product reefer to buy this phone
10311,3,Camera features is really bad .The mobile is really so lazy
10312,4,"Concern - selfie camera is worst on room temp, daylight only it looks well. And weight of the phone is bit high it's not an issue but some how I felt burden in my hand , and It's fantastic perfomance value for money"
10313,3,Nice
10314,1,Nice
10315,5,Very good
10316,5,Super 💕
10317,5,Nice
10318,3,Ok
10319,5,Slow charging is one draw back for the phone. And charge in plug is loose.
10320,5,"Network issue, go for others"
10321,5,Good MBL for Ladies
10322,5,Screen quality is bad.
10323,5,Nice phone
10324,4,Good specifications under this price....No problem faced in this device till now.
10325,2,Very worst camera
10326,5,Good luck with everything good
10327,5,Good Product Thank you So Much
10328,1,Outstanding product.
10329,4,Good 👍
10330,5,Camera needed to be better
10331,5,Screen broken but not the temperated glass! So delicate glass
10332,5,Awesome products
10333,5,Value for money...working perfectly..
10334,5,Best products
10335,4,Am happy thank u
10336,2,Good
10337,2,Nice
10338,3,I am happy
10339,3,"Budget Phone with Great Camera  Positives: Excellent Battery Life- 2+ days for normal usage Android One (Almost stock Android without bloatware) Very Good Camera at this price. Night Mode is excellent if objects are stationary. Ergonomic design with comfortable placed fingerprint scanner and buttons. Clear sound quality, good signal reception and loud ring/speaker.  Negatives: No fast charging circuit. Takes more than 2 hours to charge the battery from 20% to 100%. Despite 4 GB RAM, there is ..."
10340,5,Very Bad mobile. bad quality and poor performance
10341,5,Very nice. Happy Purchase.
10342,1,Where does the block number work ? Horrible product. Testing & validation not done
10343,4,If you look for a solid mobile this is the one. Strong phone for people who don't maintain mobile much. My mom loves it. Android 1 gives nice experience. As usual moto is not for camera. Smooth performance not strucking during using. Gives premium look
10344,5,Good phone Camera 📸 could be better
10345,5,An average mobile. Paid more than it deserve.
10346,5,This phone not allowed call recording.... automatically going flight mode....again and again....plz don't buy....
10347,3,NICE Product
10348,2,Value for money
10349,5,nice product
10350,5,Good product thanks flipkart
10351,5,Best but not good camera
10352,5,Nice phone Thanks you Flipkart very good delivery
10353,5,Good battery life
10354,4,Everything is good in this phone. But I would like to rate the Flipkart delivery partner Ekart. They are just pathetic delivery partners to have.
10355,5,I love Motorola.....and as a student it is best
10356,4,Good
10357,1,Camera is not good. Screen is not visible in day light .
10358,4,"Camera average , battery, performance is good"
10359,1,Not upto the mark
10360,5,The phone is working great. Thanks Flipkart for delivering the product with on time.
10361,5,Excellent mobile in this price range Camera clarity is very good Battery life is excellent
10362,3,Super
10363,1,Network problem ..I am unable get proper network signal
10364,5,"Worest product, Please don't buy"
10365,5,Good
10366,5,Good for money.
10367,5,Good
10368,5,"Nice phone ,just face sensor is not good."
10369,3,Good
10370,5,delivery guy was polite
10371,5,Everything is good and cam clarity could be even more better when they say it's 48MP. And even from camera works like a 2 MP cam. Apart from. Camera everything is good and best for normal users.
10372,5,Overall a good phone. Not the best but does the job very well. Looks are really great 👍
10373,5,Battery 🔋 Backup So Good....
10374,3,Camera is good. Battery capacity as compare to 5000 Mah not better but it's ok. Display quality is a very good and also Moto phones display quality is always good. Phone performance slitly disappointed. Sometime when operating mobile not working as per configuration like(4/64).
10375,4,Mind blowing phone
10376,5,Good one
10377,5,Camera quality not good. Battery backup good. Mobile parform good.👌
10378,5,Best worthy for money
10379,5,I will playing freefire but it hanging but ok
10380,3,Over all is good this price range 👍
10381,1,"I would suggest not to buy this phone. Voice breaks frequently over video call on apps like whatsapp, messenger, instagram etc."
10382,5,Nice phone.value for money.
10383,4,Overall good
10384,3,Very nice and smooth displays
10385,5,Very nice product
10386,4,Beautiful
10387,5,Good
10388,4,Very very best mobile for this budget.it is value of money
10389,4,Nice Moto e7 plus
10390,5,Good
10391,3,Camera is bad
10392,5,In Low cost Good Phone
10393,4,Good
10394,4,Super 👌
10395,5,Easy to handle..value for money
10396,3,Very bad products
10397,5,Facing Signal issues
10398,1,This phone is awesome
10399,4,Nice
10400,5,Very good 👍
10401,5,Gud
10402,5,Good quality with good battery back up
10403,5,Better than mi phone
10404,4,"The worst part is camera clarity, if you people need best camera quality dont buy it, there is no camera as per spec"
10405,1,For this price range it's OK
10406,5,Nice
10407,5,"There nothing to good reviews, only battery is as well as"
10408,2,Not much good as expected
10409,5,Ok
10410,5,Excellent Camera at low light also & software performance is also good. Excellent battery Service. Awesome Display.
10411,5,Mast Mobile
10412,3,"Donot buy this type of mobile,network wifi problem"
10413,2,After using 2 months I have given the rating. Batter backup superb. Cemera is not bad. Display is above average. Overall inthis price range this is better mobile.
10414,1,Not good very very bed phone
10415,5,Disappointed by the camera quality
10416,5,Not as expected
10417,5,Compare to old version of moto mobile body is good.. new version body style not good
10418,5,Good
10419,5,Ok
10420,5,Nice
10421,1,Nice
10422,4,Wonderful super
10423,5,Super phone
10424,5,It's good using it for a while... No performance issue yet
10425,2,Fantastic products😆
10426,5,This product was amazing I loved this product.I am giving it 5 star because I like this product very much. This is my review after using it 6 months  Camera- It is superb in day but somewhat low in night but it is superb  Display- It is very interactive and user friendly  This product is very good and value for money  The performance is superb. This phone is having 4gb ram so it doesn't hang and this phone is also better than other. After all these I will say you you just go for it blindly.
10427,5,Good performance. Worth for the money spent
10428,5,Very good product
10429,1,Not bad
10430,4,Good product
10431,1,"Mobile has network issue ,Not detecting SIM card or netwolipkart should provide return policy instead of replacement , Since this Moto E7 plus is having SIM network detecting issue , kindly dont buy please:-("
10432,3,Good quality
10433,1,4 months ayi njan use cheyunnu v good performance. Really superb product from motorola
10434,4,Good
10435,4,Very nice
10436,5,Easily could have given 5 review to this. But drawback is not able to record the call.even though the recording option is there.receiver will easily come to know that the call is been recording. There is a voice that your call is being recorded when u are pinging to someone. There is no option of removing it . Tried with plenty of third party apps which is not working. Apart from this mobile is too good . It is really worthy for the price
10437,3,Working fine
10438,5,Everything is fine but camera is not at all good
10439,4,Supre
10440,5,Very good 😊😊😊😊
10441,4,Good
10442,5,Very nice this phone 📱 is great
10443,5,Not bad. It's a avarage mobile
10444,5,I love Moto for its authentic Google SW. And this model is very budget friendly that stands out.
10445,4,Not a good experience
10446,4,Excellent
10447,4,good
10448,1,"After two months , started problem of screen and touch misbehaving while attending and doing call.it will go here and there open application, speaker on and off automatically."
10449,4,Good mobile phone.
10450,4,Nice phone
10451,4,Good quality bur screenshot options is bad
10452,5,Good
10453,4,Good
10454,5,Supeerrr...camera is good battery good
10455,5,Very bad mobile phone. No privacy in this mobile phone
10456,5,Good performance mobile
10457,4,Nice product
10458,4,Very nice product
10459,5,Good
10460,3,"Good product, I recommended"
10461,5,Good product
10462,2,Nice Mobile
10463,5,Good mobile
10464,4,Osm mobile its value for money go for it ⏩⏩⏩
10465,1,Fingerprint sensor is not that much responsive..
10466,4,Good
10467,5,Value of the money
10468,4,Nice exterior look.... Value for 10k....
10469,4,Good quality
10470,5,Nice one
10471,5,Good products
10472,1,Good mobile
10473,4,Very good phone
10474,5,good
10475,5,Fine
10476,3,Super
10477,5,good quality
10478,4,Good excellent
10479,5,Good mobile phone at this price. Performance and Camara of this phone is very good.
10480,4,Good product and safe. Overall performance good. This motorola brand and Google support for security ur data is safe here not like those Chinese brand. Battery bck up also good. This is good phone in this price range. If you want higher experience go for 20k range phone.
10481,5,Super
10482,3,Super
10483,5,Awesome mobile
10484,5,New phone on the very first day getting hanged. Moto dissappointed me :(
10485,5,Got it for 8300rs for my mother. I think this is the best phone at this price range
10486,5,Needed camera quality
10487,4,Overall is good
10488,5,Super
10489,4,So nice product
10490,4,Not bad or not good
10491,4,After using some months some times the touch response is lagging. Little bit afraid in near future it will come with a problem. Otherwise perfect phone with good specs.
10492,5,good mobile
10493,5,Thanks I am very happy
10494,5,Nice product 😊😊👍
10495,4,Not have access my resume is a bit to do this in mind and the same thing I noticed a lot to learn how are the ones are the only way of getting to get to it but not in any of you guys can do you know the exact amount is not an issue of my favorite things
10496,4,Valuable for 9k
10497,5,I purchase this at 8200 ok or nice products
10498,5,"Not so good, it is okk"
10499,5,Good
10500,4,It's simply Super
10501,2,Superb product
10502,5,Thanks flipkart
10503,5,Not good  Very slow OS. Camera is good. Worst FM receiver. Screen cast is also not working. Don't know what else is not working.
10504,3,Nice phone Value for money 💰
10505,4,Not camera clarity
10506,3,Ok
10507,1,good phone
10508,4,Nice
10509,1,Value for money 👍👍
10510,5,Good product
10511,4,Battery and net signal problam
10512,5,Value for money
10513,5,Moderate phone at this price but camera not good
10514,5,Good
10515,2,Motorola is love.
10516,4,Nice
10517,5,Good one
10518,5,Overall a good one with this range
10519,5,👍 good
10520,1,Overall good performance
10521,4,Standard phone. Stock android performance. Don't forget to purchase back cover seperately.
10522,5,Nice but the charger is not sooo good
10523,4,Very good products
10524,4,GOOD
10525,5,Very very good.
10526,5,Good
10527,4,Good
10528,3,Thanks
10529,4,Nice
10530,1,"I have bought this mobile for my wife ,She is saying that camera quality is worst.please suggest what need to do ."
10531,3,Good quality product
10532,5,Osm
10533,5,After using 3 weeks. I could say that this mobile is best buy in this range. Under 10000 rupees moto e7 plus have good battery life average processer and a decent camera.
10534,4,Camera quality is very high. Performance is beautiful. No hanging problem. High battery power.
10535,4,Charger getting heat up very soon
10536,5,Superb Phone ..
10537,4,Nice
10538,5,Excellent phone. Thank you Flipkart too for this price. Recommended.
10539,3,"Timely delivery, battery backup is awesome, nice product, stock Android experience, camera is not best, but good, value for money"
10540,5,Value for money twilight color is superb
10541,5,good for price
10542,4,Nice
10543,4,Good
10544,5,Excellent
10545,5,Good product
10546,3,Good phone
10547,4,Motorola e7 plus good performance good camera quality nice video quality
10548,5,I miss your boot goofin
10549,5,Thanku flipkart
10550,3,Nice mobile
10551,5,Nice and colorful
10552,3,"Worst product, not worth for money. Please don’t buy it"
10553,5,Wonderful mobile 👍👌
10554,5,Good
10555,5,Good for money if you love stock android experience Can't complain
10556,5,Selfie camera is not well like 8 mp
10557,5,Good
10558,4,Except camera everything is great abt the phone
10559,3,There is no need to buy expensive phones when moto Provide you the Paisa wasool product 😍😘
10560,3,Excellent. very very super. offer price wow. all is best
10561,5,The mobile is worth the money. If you wanna gift someone it is most the compact of all the requirements for the money. Upon all the mobiles moto has more durability when it is dropped.
10562,4,nice
10563,5,Good product in this price range
10564,5,Osm
10565,5,Value for money
10566,5,It's nice product
10567,3,camera quality is worst
10568,5,Nice product
10569,1,It's good value for money phone... you can gift for someone and he/she will loves
10570,5,Nice phone
10571,3,Good
10572,5,Very nice
10573,4,So good excellent performance
10574,4,Valu of money thank you Flipkart and Team
10575,5,Nice product
10576,4,Super mobile
10577,5,Screen size is too large
10578,5,Good product must buy
10579,5,Performance is better than money
10580,5,Earphone are not there
10581,5,Product as per the description and working well since last three months
10582,4,Good phone with decent features
10583,5,Internet speed not as expected.
10584,3,"Better than vivo ,oppo redmi and realme"
10585,5,Phone a good for this amount.
10586,5,Fantastic 💕
10587,5,"Very nice mobipe with good features....,..."
10588,4,Very good product.it is Very nice.
10589,4,Nice
10590,5,"Very good , Value for money."
10591,5,Nice fone
10592,4,I think great deal with prize
10593,5,Just average
10594,4,worthy for money
10595,5,good
10596,3,Very Good
10597,5,Thank for good sarvis
10598,5,"I think the performance could have been better, if I do se work, if hangs a bit. Well to sum everything, buy it, it's good."
10599,5,Awesome product ... No other brand stands in front... Afterall MOTOROLA IS MOTOROLA ..TRULY COMMITTED IN SPECIFICATIONS & THE BEST
10600,3,Nice
10601,5,Super mobile
10602,4,Better
10603,5,Super
10604,5,Good product
10605,5,Evrage phone.
10606,5,Camera medium
10607,5,Nice product
10608,5,Must buy for people who don't do advanced usage. Best for parents.
10609,4,Excellent product
10610,4,Nice product
10611,4,Good one
10612,4,So nice 📱 phone
10613,4,Not bad But some bugs in moto I have all moto c plus Moto g8 powe lite Moto g9 power Moto e7 But in all mob some problems
